merchant_id,industry_segment,settlement_frequency,monthly_txn_count,average_ticket_size,monthly_transaction_volume,chargeback_rate,fraud_alert_rate,days_since_last_chargeback,concentration_ratio,reserve_coverage_ratio,prior_default_flag,gross_exposure,net_exposure,synthetic_pd_signal,risk_label
M01261,grocery,weekly,2382,51.16,121856.35,0.00117,0.00145,68,0.3143,0.9598,0,8797.85,7595.03,0.0259,0
M01262,retail,daily,4492,92.02,413358.8,0.0096,0.01186,12,0.061,0.8791,0,32186.87,24511.58,0.9669,1
M01263,retail,daily,2275,100.35,228306.07,0.0011,0.00166,46,0.02,0.8765,0,27955.41,21317.02,0.0207,0
M01264,electronics,daily,6897,172.82,1191935.85,0.0002,0.00018,99,0.1923,0.5578,0,103249.88,91401.62,0.0295,0
M01265,digital_services,daily,2729,96.27,262726.77,0.01182,0.01362,96,0.4231,0.6002,0,28615.66,24864.87,0.9978,1
M01266,restaurants,twice_weekly,2095,43.5,91134.65,0.00657,0.01087,73,0.2053,0.7331,0,5486.86,4894.77,0.8838,1
M01267,fuel,daily,463,48.83,22607.03,0.00329,0.00515,8,0.2794,0.8059,0,3829.62,3024.4,0.2241,0
M01268,electronics,daily,4162,295.38,1229358.18,0.01205,0.01287,32,0.1106,0.8232,0,218399.25,171021.65,0.9965,1
M01269,gaming,twice_weekly,508,64.94,32987.12,0.0185,0.01726,4,0.1342,0.5963,0,3743.18,3554.28,1.0,1
M01270,gaming,twice_weekly,1667,126.18,210347.67,0.00794,0.00741,51,0.1232,0.4092,0,16788.26,17260.34,0.9121,1
M01271,electronics,weekly,749,282.97,211943.97,0.00476,0.00623,17,0.3928,0.8871,0,26603.01,23846.08,0.5256,1
M01272,retail,weekly,2510,82.3,206583.14,0.00729,0.01028,5,0.1535,0.6615,0,26108.74,26082.69,0.9141,1
M01273,retail,twice_weekly,1041,80.17,83453.99,0.00819,0.00628,8,0.1474,0.7443,0,9400.54,8341.94,0.7806,1
M01274,digital_services,twice_weekly,3438,123.06,423073.35,0.02372,0.04214,100,0.4748,0.8379,0,39167.85,33218.04,1.0,1
M01275,grocery,twice_weekly,620,41.66,25827.29,0.00239,0.00231,24,0.3939,0.9174,0,2658.23,2165.63,0.0702,0
M01276,retail,daily,1930,80.0,154402.66,0.0002,0.00031,15,0.1075,0.4921,0,26005.24,23678.82,0.0206,0
M01277,fuel,twice_weekly,1031,69.67,71834.11,0.00434,0.00658,187,0.0483,0.5794,0,8278.63,7919.62,0.3991,0
M01278,grocery,daily,1251,51.27,64132.99,0.00365,0.00273,17,0.0512,0.9476,0,5282.36,3883.55,0.074,0
M01279,healthcare,twice_weekly,1227,161.28,197895.84,0.0054,0.0047,66,0.0286,0.7864,0,15075.36,13111.31,0.2973,1
M01280,digital_services,weekly,361,102.82,37117.75,0.01555,0.02733,35,0.2295,0.8208,1,3224.52,2987.69,1.0,1
M01281,retail,daily,2679,89.39,239478.76,0.00536,0.00823,165,0.3445,0.7763,1,31613.66,25326.5,0.8834,1
M01282,retail,weekly,1737,78.89,137025.16,0.0088,0.01415,137,0.0762,0.6872,0,11284.75,11141.76,0.9815,1
M01283,travel,weekly,1999,398.39,796375.98,0.0017,0.0015,33,0.02,0.7042,0,107852.29,105652.07,0.0589,0
M01284,digital_services,daily,669,84.86,56772.89,0.01649,0.01402,1,0.1207,0.6539,0,4950.63,4199.31,0.9996,1
M01285,healthcare,daily,1830,91.59,167610.33,0.00251,0.00197,15,0.2834,0.588,0,23520.7,20548.33,0.1016,1
M01286,electronics,weekly,2781,263.62,733136.02,0.02211,0.02702,172,0.2449,0.9522,1,98293.48,85194.8,1.0,1
M01287,retail,weekly,666,122.07,81301.68,0.00581,0.00691,6,0.0575,0.8273,0,12618.79,11654.65,0.5297,1
M01288,retail,daily,1112,108.33,120466.41,0.00494,0.00865,57,0.0864,0.8715,0,12439.52,9509.54,0.5476,0
M01289,travel,daily,2556,305.63,781188.14,0.03147,0.04252,3,0.2526,0.5783,0,126472.23,110961.04,1.0,1
M01290,digital_services,twice_weekly,2883,94.81,273342.86,0.0002,0.00035,159,0.0414,0.6375,0,43089.45,40169.31,0.0176,0
M01291,travel,daily,1778,394.74,701855.17,0.02201,0.02464,5,0.5183,0.7335,0,76696.51,62706.66,1.0,1
M01292,marketplace,daily,3057,93.88,286998.17,0.00506,0.00616,225,0.1646,0.6018,0,27743.73,24090.11,0.5501,1
M01293,digital_services,daily,569,117.78,67018.18,0.00283,0.0026,48,0.1543,0.8355,0,6323.58,4921.88,0.085,0
M01294,retail,daily,2622,32.88,86204.75,0.00798,0.00627,37,0.1432,0.8419,0,13327.3,10340.3,0.7226,1
M01295,retail,daily,2691,74.38,200161.37,0.00318,0.00458,29,0.2763,0.9131,0,32739.81,24504.74,0.1751,1
M01296,retail,twice_weekly,2238,63.32,141710.82,0.00886,0.00905,50,0.4575,0.7625,0,10245.61,9013.69,0.9489,0
M01297,grocery,twice_weekly,1378,40.62,55981.13,0.0013,0.00167,3,0.2791,0.8255,0,6954.41,5934.2,0.0362,0
M01298,fuel,twice_weekly,3587,64.47,231266.21,0.00184,0.00301,2,0.2601,1.1277,0,30121.5,21879.07,0.0456,0
M01299,marketplace,daily,2242,78.8,176676.02,0.00763,0.01072,1,0.099,0.5947,0,11303.86,9845.99,0.9388,1
M01300,retail,daily,627,88.46,55462.38,0.00528,0.0071,37,0.4029,0.7405,0,6347.5,5172.7,0.6487,1
M01301,fuel,daily,807,61.08,49289.95,0.00158,0.00112,78,0.0614,0.8518,0,7754.53,5986.83,0.0215,0
M01302,digital_services,daily,845,97.16,82096.81,0.00895,0.0141,23,0.3386,0.6362,0,12709.54,10867.23,0.9916,1
M01303,restaurants,daily,1979,52.43,103765.78,0.00371,0.00359,80,0.1224,0.6873,0,8430.81,7042.87,0.1609,0
M01304,retail,daily,1059,105.18,111385.63,0.00637,0.00729,14,0.0338,0.8172,0,8235.1,6467.81,0.6062,1
M01305,restaurants,daily,5202,41.03,213412.54,0.00281,0.00447,213,0.343,0.958,0,29711.82,21724.07,0.1475,0
M01306,healthcare,daily,964,87.8,84640.58,0.00093,0.00093,223,0.2666,0.7917,0,14255.05,11335.48,0.025,0
M01307,digital_services,twice_weekly,1477,110.47,163171.02,0.02294,0.02326,79,0.3497,0.5543,0,24765.28,23953.23,1.0,1
M01308,marketplace,twice_weekly,1097,72.05,79039.02,0.01638,0.01925,12,0.1787,0.6464,0,8215.72,7628.45,0.9999,1
M01309,grocery,weekly,170,56.6,9621.2,0.002,0.00189,54,0.1746,0.7371,0,657.43,634.18,0.0459,0
M01310,electronics,twice_weekly,3417,277.62,948624.29,0.0153,0.02642,50,0.1119,1.0069,0,127867.98,99365.17,1.0,1
M01311,retail,daily,2158,82.84,178764.09,0.00487,0.00675,19,0.3683,0.6913,0,22583.67,18831.01,0.6046,1
M01312,healthcare,daily,2576,125.91,324332.04,0.00498,0.0053,30,0.1129,0.6633,0,52667.08,44483.53,0.41,0
M01313,digital_services,daily,2945,115.79,340995.68,0.00822,0.00712,50,0.2445,0.6659,0,48210.94,40672.87,0.8883,1
M01314,grocery,daily,1421,39.25,55770.97,0.0007,0.0011,12,0.0839,0.9974,0,4229.66,3028.44,0.0122,0
M01315,grocery,daily,2193,36.41,79845.21,0.00191,0.0022,132,0.1854,0.8064,0,13919.98,10990.51,0.0462,1
M01316,marketplace,daily,999,68.41,68342.55,0.00773,0.01247,123,0.2728,0.5946,0,10728.67,9345.7,0.9725,1
M01317,digital_services,daily,1191,120.28,143254.96,0.01543,0.0221,56,0.2046,0.604,0,16034.65,13909.41,1.0,1
M01318,grocery,daily,3239,15.55,50358.8,0.00351,0.00534,53,0.0649,0.9539,0,6214.1,4553.39,0.1439,0
M01319,restaurants,twice_weekly,313,44.72,13998.14,0.00379,0.00518,24,0.0498,0.8874,0,1386.12,1146.72,0.175,1
M01320,restaurants,weekly,627,52.19,32720.92,0.00298,0.00497,12,0.2763,0.7227,0,4705.0,4569.36,0.2189,0
M01321,gaming,twice_weekly,425,109.27,46437.75,0.04033,0.03392,148,0.3641,0.3921,0,5677.63,5878.15,1.0,1
M01322,travel,twice_weekly,1653,370.41,612290.42,0.02744,0.0203,53,0.141,0.8066,0,73111.98,62965.11,1.0,1
M01323,grocery,daily,4290,37.75,161963.65,0.00366,0.00618,121,0.2076,0.952,0,23855.21,17497.08,0.2432,0
M01324,restaurants,daily,3191,44.56,142185.2,0.00448,0.00612,20,0.1054,0.5681,0,12018.31,10591.4,0.4297,1
M01325,retail,twice_weekly,394,82.91,32666.06,0.00591,0.00731,73,0.0876,0.9511,0,3879.12,3105.35,0.5114,1
M01326,healthcare,daily,1284,79.45,102018.33,0.00291,0.00326,29,0.2808,0.7944,0,13276.5,10543.68,0.1203,1
M01327,retail,daily,2881,80.22,231100.03,0.00591,0.00904,67,0.2453,0.7515,0,20897.14,16940.69,0.779,0
M01328,digital_services,daily,330,86.69,28606.48,0.0116,0.01746,16,0.0913,0.7529,0,4359.57,3531.87,0.9983,1
M01329,retail,weekly,2242,84.16,188681.33,0.00105,0.00119,2,0.1107,0.8067,0,21035.88,19625.31,0.0246,0
M01330,fuel,twice_weekly,680,39.91,27138.93,0.00563,0.00627,0,0.1942,0.8532,0,4320.3,3636.29,0.4902,1
M01331,restaurants,daily,579,47.45,27473.61,0.0062,0.00448,134,0.1452,0.6349,0,1740.22,1488.88,0.4638,0
M01332,gaming,twice_weekly,1179,129.96,153224.55,0.02364,0.04052,15,0.1103,0.6913,0,19515.02,17751.7,1.0,1
M01333,gaming,daily,932,113.55,105831.92,0.0016,0.00225,64,0.0424,0.8939,0,6493.55,4908.13,0.0418,0
M01334,electronics,daily,2527,262.69,663809.47,0.01454,0.01038,203,0.181,0.5842,0,104677.01,91600.36,0.9979,1
M01335,electronics,daily,1825,249.68,455657.1,0.00288,0.00308,175,0.143,0.7343,0,54847.67,44827.57,0.1281,0
M01336,restaurants,daily,1471,43.57,64087.9,0.0002,0.00017,5,0.2197,0.6523,0,6447.97,5473.35,0.0175,0
M01337,fuel,twice_weekly,3173,43.21,137097.59,0.00362,0.00575,95,0.3757,0.8794,0,13672.9,11357.42,0.2941,0
M01338,digital_services,daily,1051,107.95,113457.55,0.0164,0.01692,21,0.2465,0.9175,0,8717.9,6510.15,0.9998,1
M01339,healthcare,twice_weekly,1317,100.46,132303.41,0.00475,0.00414,20,0.2658,0.7588,0,16260.4,14330.09,0.3063,1
M01340,retail,daily,2445,79.95,195485.13,0.00441,0.00499,6,0.2246,0.8326,0,17971.56,14008.02,0.3052,0
M01341,grocery,twice_weekly,977,55.28,54004.45,0.00211,0.00302,21,0.1131,0.5922,0,4352.49,4140.34,0.0791,0
M01342,restaurants,twice_weekly,322,50.59,16290.18,0.00685,0.01184,35,0.6533,0.9205,0,2110.02,1716.28,0.9512,1
M01343,gaming,twice_weekly,1346,106.07,142766.32,0.01821,0.0233,29,0.2014,0.5298,0,22899.61,22383.93,1.0,1
M01344,digital_services,twice_weekly,846,79.95,67641.15,0.00481,0.00635,24,0.2408,0.8954,0,9432.93,7771.99,0.4554,0
M01345,electronics,weekly,880,337.95,297394.6,0.00802,0.0082,93,0.4339,1.0092,0,23834.38,20039.8,0.8831,1
M01346,digital_services,daily,864,96.46,83344.18,0.00114,0.00083,17,0.0836,0.4716,0,13864.97,12734.06,0.0404,0
M01347,travel,twice_weekly,2751,394.41,1085019.81,0.01624,0.02886,154,0.1142,0.829,0,92125.37,78474.8,1.0,1
M01348,retail,twice_weekly,545,81.88,44625.73,0.005,0.00616,31,0.2343,0.6999,0,5209.02,4719.66,0.4896,0
M01349,travel,daily,4821,405.17,1953304.13,0.02069,0.02473,0,0.3391,0.8501,0,302332.03,233613.41,1.0,1
M01350,grocery,daily,1429,33.83,48336.71,0.00237,0.00402,170,0.225,0.8154,0,6805.5,5349.64,0.0996,0
M01351,restaurants,daily,4842,41.29,199915.3,0.00301,0.00396,10,0.0424,0.6438,0,31919.73,27200.44,0.1439,0
M01352,restaurants,daily,735,55.93,41109.19,0.00531,0.00872,55,0.2783,0.8236,0,7145.28,5594.03,0.683,1
M01353,retail,daily,899,98.95,88959.89,0.00191,0.00304,49,0.0943,0.9947,0,7867.26,5641.29,0.0404,0
M01354,retail,daily,1728,100.2,173146.46,0.00384,0.00612,58,0.0993,0.8125,0,16849.68,13263.55,0.2729,1
M01355,healthcare,twice_weekly,3210,79.96,256686.09,0.00286,0.0027,27,0.369,1.0117,0,27181.38,21068.37,0.0885,0
M01356,grocery,daily,2380,42.59,101372.6,0.00185,0.00278,4,0.3641,0.8566,0,15655.89,12058.47,0.0722,0
M01357,gaming,twice_weekly,1162,164.55,191207.99,0.01474,0.02183,137,0.1312,0.8003,0,19205.64,16591.45,0.9999,1
M01358,travel,daily,966,408.29,394405.73,0.01127,0.0079,25,0.1728,0.8292,0,51911.41,40530.87,0.9682,1
M01359,marketplace,twice_weekly,2545,32.39,82420.74,0.01838,0.03066,58,0.1151,0.571,0,5457.45,5240.22,1.0,1
M01360,fuel,daily,2138,70.75,151273.74,0.00214,0.00269,8,0.1648,0.7521,0,25718.46,20842.81,0.0696,0
M01361,marketplace,daily,867,73.35,63592.24,0.00646,0.00468,6,0.1535,0.8272,0,5261.39,4111.85,0.4903,1
M01362,retail,daily,426,80.85,34443.96,0.00652,0.01028,112,0.1939,0.9852,0,5697.51,4106.19,0.8039,1
M01363,digital_services,twice_weekly,1474,54.01,79606.23,0.00734,0.01278,49,0.3929,0.8309,1,11680.13,9939.91,0.9887,1
M01364,grocery,daily,3923,36.55,143373.82,0.00097,0.00137,18,0.167,0.8477,0,12117.46,9374.73,0.0223,0
M01365,travel,weekly,1545,336.92,520534.24,0.00444,0.00707,10,0.16,0.9288,0,58934.0,51707.49,0.4919,1
M01366,gaming,daily,679,180.09,122282.12,0.01258,0.01878,365,0.1577,0.2905,0,19968.44,19732.15,0.9998,1
M01367,fuel,daily,2246,45.17,101446.52,0.00204,0.00172,77,0.2446,0.7807,0,12121.61,9690.47,0.0492,0
M01368,grocery,daily,1987,40.6,80670.08,0.00257,0.00446,17,0.2263,0.5965,0,6870.97,5980.09,0.1719,0
M01369,fuel,twice_weekly,3137,34.69,108833.09,0.00396,0.00309,22,0.1304,0.7455,0,7305.62,6479.28,0.1438,0
M01370,retail,daily,1463,93.59,136926.71,0.00925,0.0094,39,0.1317,0.7874,0,16637.89,13258.22,0.9311,1
M01371,grocery,daily,734,33.87,24862.16,0.00276,0.00295,15,0.0957,0.8937,0,2574.07,1945.83,0.0634,0
M01372,electronics,daily,3622,311.12,1126893.28,0.00057,0.00086,35,0.0544,0.7771,0,169284.24,135568.86,0.0288,0
M01373,retail,daily,3375,89.66,302601.85,0.00901,0.01345,21,0.4901,1.0553,0,48206.63,33440.97,0.9841,1
M01374,restaurants,daily,1268,43.84,55590.81,0.00375,0.00442,0,0.2921,0.8801,0,6520.08,4962.95,0.214,0
M01375,electronics,weekly,916,250.8,229731.66,0.01134,0.01306,180,0.2219,0.7373,1,23128.52,22308.02,0.998,1
M01376,grocery,daily,1558,42.19,65736.85,0.00179,0.00307,48,0.1781,0.4406,0,10712.13,9966.05,0.0966,0
M01377,marketplace,daily,1879,70.34,132169.92,0.01331,0.01775,16,0.0736,1.1737,0,12880.68,8348.12,0.9985,1
M01378,healthcare,weekly,2106,65.81,138603.52,0.0011,0.00159,197,0.1326,0.7417,0,21971.19,21147.71,0.0294,0
M01379,digital_services,daily,367,87.57,32137.9,0.01856,0.02187,131,0.1266,0.7405,0,2587.99,2108.97,1.0,1
M01380,travel,daily,1723,206.02,354978.26,0.0186,0.01911,23,0.183,0.6462,0,22620.74,19255.32,1.0,1
M01381,travel,twice_weekly,1671,326.05,544833.96,0.02011,0.0349,55,0.1664,0.8427,0,56396.26,47714.3,1.0,1
M01382,grocery,weekly,1974,52.98,104580.37,0.00227,0.00314,167,0.1773,1.1014,0,14822.85,11841.39,0.0452,0
M01383,gaming,twice_weekly,2647,92.1,243798.39,0.0111,0.01408,203,0.1409,0.8575,0,29984.72,25183.22,0.9947,1
M01384,electronics,daily,2885,342.13,987042.2,0.00206,0.00197,3,0.1189,0.734,0,77840.32,63626.79,0.0735,0
M01385,electronics,weekly,616,175.99,108410.45,0.00993,0.01562,59,0.1255,0.7675,0,11352.39,10793.64,0.9936,1
M01386,grocery,daily,1317,51.83,68260.45,0.00171,0.00265,63,0.1721,0.9219,0,8859.15,6600.77,0.0391,0
M01387,marketplace,weekly,267,56.91,15194.67,0.01513,0.01271,6,0.137,0.5282,0,2729.23,2892.03,0.999,1
M01388,retail,weekly,1018,85.18,86714.4,0.00603,0.01031,215,0.1201,0.4669,0,13816.94,15026.51,0.8748,1
M01389,healthcare,weekly,760,173.05,131518.5,0.00131,0.00093,33,0.2287,1.0479,0,10810.31,8898.89,0.0186,1
M01390,grocery,daily,3715,35.7,132637.08,0.0019,0.00254,170,0.1761,0.7177,0,21153.1,17423.5,0.0587,0
M01391,electronics,daily,2031,293.75,596614.45,0.01697,0.0139,65,0.2896,0.7359,0,58437.74,47724.96,0.9997,1
M01392,restaurants,twice_weekly,1035,53.04,54892.61,0.00295,0.00209,58,0.076,0.6922,0,4244.55,3859.44,0.0706,0
M01393,grocery,daily,1216,43.23,52565.68,0.00231,0.00273,13,0.136,0.7624,1,5455.58,4399.76,0.172,0
M01394,grocery,daily,1199,65.01,77951.13,0.00233,0.00379,25,0.1694,0.9278,0,6691.37,4970.21,0.0725,0
M01395,restaurants,weekly,535,46.91,25094.98,0.00486,0.00608,23,0.0635,0.4942,0,4278.46,4599.94,0.4729,0
M01396,fuel,twice_weekly,1110,55.72,61847.29,0.00146,0.00159,18,0.1351,0.5976,0,6378.63,6053.41,0.0416,0
M01397,gaming,daily,2060,176.05,362656.32,0.03339,0.04902,203,0.1313,0.6303,0,28878.37,24758.29,1.0,1
M01398,healthcare,daily,550,174.37,95904.0,0.00364,0.00545,20,0.1367,0.8016,0,8744.92,6920.46,0.2265,0
M01399,digital_services,daily,953,92.46,88117.1,0.02263,0.0185,22,0.4191,0.7691,0,10111.27,8128.38,1.0,1
M01400,retail,daily,1956,45.34,88687.96,0.0096,0.0079,17,0.1606,0.6353,0,8719.07,7458.54,0.9307,1
M01401,travel,daily,429,369.95,158709.04,0.01084,0.00766,178,0.1731,0.7939,0,26285.18,20879.2,0.9566,1
M01402,grocery,twice_weekly,843,46.8,39452.34,0.0012,0.00084,6,0.4767,1.0844,0,4825.13,3592.62,0.025,0
M01403,electronics,twice_weekly,974,171.9,167428.67,0.02816,0.03464,2,0.2005,0.7531,0,10049.53,8880.7,1.0,1
M01404,retail,daily,497,127.79,63512.0,0.00745,0.01167,85,0.0994,0.8932,0,5400.66,4083.62,0.9047,1
M01405,fuel,daily,1902,65.19,123989.12,0.0012,0.00211,94,0.3422,0.8467,0,8904.13,6892.07,0.0408,0
M01406,retail,twice_weekly,1154,84.54,97558.08,0.01242,0.00964,58,0.2815,0.6981,0,11369.67,10309.91,0.989,1
M01407,electronics,twice_weekly,2636,257.2,677987.92,0.01375,0.01344,27,0.3709,0.9036,0,73443.86,60260.32,0.9985,1
M01408,grocery,weekly,988,44.05,43516.63,0.00163,0.0026,20,0.424,0.9589,0,5542.54,4787.21,0.0558,0
M01409,healthcare,daily,1182,174.97,206810.43,0.00191,0.00274,84,0.1071,0.7032,0,19052.74,15799.96,0.0588,0
M01410,marketplace,twice_weekly,3534,94.41,333654.92,0.00633,0.00553,84,0.1113,0.7991,0,26735.06,23109.32,0.5386,1
M01411,restaurants,daily,583,62.84,36635.86,0.00489,0.00486,243,0.1655,1.0466,0,6437.29,4487.12,0.2274,1
M01412,electronics,daily,383,265.56,101710.07,0.02212,0.01973,50,0.1577,0.6346,0,11884.36,10169.24,1.0,1
M01413,restaurants,weekly,2684,66.19,177648.89,0.00557,0.00655,51,0.2086,0.6446,0,12579.55,12663.83,0.5935,0
M01414,electronics,daily,2086,233.02,486079.48,0.01584,0.02316,146,0.1789,0.769,0,42025.97,33785.76,1.0,1
M01415,grocery,daily,2351,46.91,110279.37,0.0002,0.00023,214,0.4216,1.0691,0,15264.61,10508.33,0.0118,0
M01416,restaurants,daily,838,44.87,37604.85,0.00492,0.00507,196,0.5522,0.903,0,3837.32,2887.06,0.4451,0
M01417,digital_services,daily,877,103.29,90583.63,0.01843,0.01636,101,0.1743,0.704,0,15849.86,13139.04,0.9999,1
M01418,digital_services,daily,7929,87.01,689932.2,0.01311,0.01018,95,0.0748,0.8044,0,66361.27,52446.94,0.9916,1
M01419,healthcare,twice_weekly,507,187.53,95075.2,0.00548,0.0067,170,0.2171,0.9634,0,16866.73,13415.49,0.4685,1
M01420,electronics,daily,1856,197.41,366390.47,0.01917,0.03163,11,0.1605,0.8244,0,33791.61,26445.06,1.0,1
M01421,marketplace,daily,3790,64.54,244607.38,0.01032,0.01187,2,0.2977,0.7102,0,18967.46,15677.98,0.989,1
M01422,gaming,weekly,631,110.7,69848.78,0.03081,0.02265,5,0.2688,0.6584,0,4755.64,4757.71,1.0,1
M01423,travel,daily,1250,377.31,471637.36,0.01812,0.01963,0,0.1344,0.8061,0,61989.18,48949.08,1.0,1
M01424,retail,weekly,2787,96.59,269185.37,0.00823,0.00922,88,0.3021,0.8444,0,17113.16,15671.85,0.9099,1
M01425,retail,daily,1091,95.98,104718.1,0.00805,0.01088,35,0.3515,0.8626,0,10966.65,8421.33,0.9427,1
M01426,retail,daily,869,94.8,82379.22,0.01125,0.00843,101,0.2836,0.698,1,9713.38,8074.51,0.9909,1
M01427,grocery,daily,1176,47.02,55300.68,0.0022,0.00163,3,0.317,0.8971,0,5984.3,4515.94,0.0503,0
M01428,grocery,weekly,5333,30.79,164191.43,0.00082,0.0006,7,0.2254,0.6355,0,15274.82,15440.67,0.0265,0
M01429,restaurants,daily,1048,45.62,47812.19,0.00804,0.00746,43,0.0936,1.0763,0,3535.97,2424.29,0.699,1
M01430,travel,weekly,872,430.7,375574.71,0.02581,0.03543,6,0.392,0.9488,0,49781.47,43224.45,1.0,1
M01431,electronics,daily,2177,266.71,580616.88,0.00841,0.00701,99,0.4197,0.688,0,93068.05,77721.64,0.9266,1
M01432,digital_services,twice_weekly,602,106.44,64078.59,0.02052,0.03111,17,0.3093,0.5872,0,4693.48,4474.68,1.0,1
M01433,grocery,daily,1353,44.92,60772.36,0.00044,0.00059,129,0.3656,0.983,0,8565.7,6180.39,0.0151,0
M01434,fuel,daily,383,42.55,16298.41,0.00247,0.00375,8,0.4838,0.9846,0,1380.02,994.92,0.1206,0
M01435,fuel,daily,1533,72.2,110685.04,0.00229,0.0019,179,0.2483,0.8965,0,10199.45,7698.95,0.0485,0
M01436,electronics,daily,339,236.41,80144.62,0.02066,0.02794,22,0.4351,1.046,0,10624.18,7408.06,1.0,1
M01437,fuel,daily,484,71.33,34525.9,0.00309,0.00263,185,0.2223,1.0173,0,3459.47,2450.43,0.0664,0
M01438,gaming,twice_weekly,1011,191.99,194098.93,0.02186,0.03221,154,0.1548,0.7604,0,29647.75,26108.68,1.0,1
M01439,electronics,daily,777,286.0,222222.34,0.0166,0.01715,186,0.193,0.9812,0,18432.03,13312.09,0.9998,1
M01440,electronics,daily,3507,217.07,761251.5,0.02362,0.02322,11,0.1061,0.5652,0,77195.01,68116.67,1.0,1
M01441,retail,daily,2123,105.72,224435.91,0.00615,0.00671,13,0.1853,0.8757,0,19963.49,15229.59,0.5893,1
M01442,grocery,daily,2949,37.93,111848.14,0.00241,0.00428,6,0.129,0.821,0,19894.83,15595.93,0.1017,0
M01443,fuel,daily,5126,45.83,234900.85,0.00435,0.00745,144,0.1945,0.6269,0,19795.25,16996.8,0.5243,1
M01444,grocery,twice_weekly,5602,58.97,330367.62,0.0024,0.00224,111,0.1783,0.6406,0,43262.91,40276.13,0.081,0
M01445,fuel,daily,2254,45.07,101590.45,0.00154,0.00214,182,0.1555,0.763,0,12435.26,10025.69,0.0397,0
M01446,digital_services,weekly,838,100.3,84053.36,0.01227,0.01875,56,0.3048,0.6841,0,7180.06,7099.04,0.9995,1
M01447,healthcare,daily,874,150.29,131353.55,0.0044,0.00316,20,0.077,1.0276,0,20833.19,14674.53,0.1135,0
M01448,gaming,daily,3306,128.76,425671.82,0.02015,0.03249,3,0.1668,0.823,0,70497.51,55210.94,1.0,1
M01449,digital_services,weekly,480,102.33,49119.58,0.01064,0.0168,73,0.1853,0.8594,0,7053.36,6411.45,0.9967,1
M01450,fuel,daily,879,84.5,74276.56,0.00196,0.00211,50,0.1657,0.8203,0,9853.12,7726.69,0.0438,0
M01451,restaurants,daily,1050,54.29,56999.45,0.00463,0.00487,13,0.1376,0.9288,0,6035.24,4480.72,0.2419,0
M01452,digital_services,weekly,6162,89.24,549889.99,0.0117,0.01043,33,0.2514,0.6811,0,37427.12,37057.17,0.9909,1
M01453,healthcare,weekly,465,131.21,61014.92,0.00191,0.00162,73,0.229,0.8426,0,10037.25,9200.37,0.0407,1
M01454,electronics,twice_weekly,1196,316.17,378135.89,0.01723,0.02116,38,0.0469,0.8063,0,48110.47,41440.15,1.0,1
M01455,retail,daily,1011,32.61,32970.22,0.00424,0.00315,30,0.1868,0.9073,0,5296.84,3976.36,0.1464,0
M01456,grocery,twice_weekly,4789,29.76,142526.49,0.00141,0.00112,24,0.0884,0.7713,0,18597.59,16292.52,0.0249,0
M01457,fuel,weekly,2451,54.44,133441.87,0.0036,0.00273,39,0.2799,0.7448,0,11732.21,11275.81,0.1409,0
M01458,travel,weekly,4977,316.75,1576486.17,0.01354,0.01736,96,0.5213,0.7792,0,216180.95,204390.55,0.9998,1
M01459,electronics,daily,5655,406.82,2300540.09,0.01548,0.02091,132,0.254,0.7393,0,334920.89,273088.19,1.0,1
M01460,retail,daily,358,38.72,13863.17,0.00914,0.0085,75,0.177,0.7544,0,2312.65,1872.25,0.9129,1
M01461,restaurants,daily,703,36.64,25758.9,0.00802,0.00834,20,0.2435,0.8543,0,1791.93,1381.71,0.8552,1
M01462,digital_services,daily,1847,78.37,144751.89,0.01616,0.01563,76,0.2859,1.1252,0,24675.42,16453.14,0.9995,1
M01463,fuel,twice_weekly,829,39.95,33117.72,0.00296,0.0029,36,0.1694,0.7237,0,3799.44,3404.4,0.0968,0
M01464,retail,daily,875,120.59,105513.73,0.00661,0.00601,36,0.2068,0.5348,0,6936.07,6201.63,0.7005,0
M01465,marketplace,daily,762,74.48,56756.57,0.01052,0.01771,27,0.1112,1.0776,0,9865.02,6758.7,0.9957,1
M01466,marketplace,daily,1605,23.39,37539.24,0.01235,0.02006,4,0.2523,0.7194,0,3351.49,2758.36,0.9996,1
M01467,travel,daily,1333,427.67,570077.82,0.0218,0.01837,26,0.2714,0.8285,0,79930.58,62429.0,1.0,1
M01468,fuel,daily,590,57.47,33904.5,0.00239,0.00198,33,0.2448,1.0602,0,2065.55,1429.0,0.0397,0
M01469,marketplace,daily,3133,54.73,171465.53,0.0102,0.00868,123,0.0319,0.9245,0,23392.49,17405.41,0.9267,1
M01470,fuel,daily,1424,53.94,76811.52,0.00248,0.00313,45,0.2189,0.851,0,11054.8,8538.3,0.0774,0
M01471,electronics,weekly,1148,349.13,400803.78,0.00706,0.01209,190,0.2421,0.7273,0,47684.34,46210.23,0.9544,1
M01472,fuel,daily,4167,45.12,188002.65,0.00337,0.00321,103,0.3433,0.6588,0,32858.92,27810.22,0.1913,0
M01473,grocery,daily,445,37.9,16863.72,0.00261,0.00391,8,0.1256,1.0126,0,1943.66,1380.26,0.0706,1
M01474,gaming,daily,415,123.61,51296.67,0.01405,0.02395,92,0.2437,0.9179,0,6401.2,4779.15,0.9999,1
M01475,gaming,daily,3503,126.66,443682.81,0.0288,0.04937,62,0.4733,0.9457,0,78140.28,57504.5,1.0,1
